frame_id,timestamp,ego_speed_mps,ego_yaw,road_type,weather,lead_distance_m,cut_in_flag,pedestrian_flag,brake_flag
frame_000001,0.0,25.0,0.0,highway,clear,50.0,0,0,0
frame_000002,0.1,25.0,0.0,highway,clear,50.0,0,0,0
frame_000003,0.2,25.0,0.0,highway,clear,50.0,0,0,0
frame_000004,0.3,25.0,0.0,highway,clear,50.0,0,0,0
frame_000005,0.4,25.0,0.0,highway,clear,50.0,0,0,0
frame_000006,0.5,25.0,0.0,highway,clear,50.0,0,0,0
frame_000007,0.6,25.0,0.0,highway,clear,50.0,0,0,0
frame_000008,0.7,25.0,0.0,highway,clear,50.0,0,0,0
frame_000009,0.8,25.0,0.0,highway,clear,50.0,0,0,0
frame_000010,0.9,25.0,0.0,highway,clear,50.0,0,0,0
frame_000011,1.0,25.0,0.0,highway,clear,50.0,0,0,0
frame_000012,1.1,25.0,0.0,highway,clear,50.0,0,0,0
frame_000013,1.2,25.0,0.0,highway,clear,50.0,0,0,0
frame_000014,1.3,25.0,0.0,highway,clear,50.0,0,0,0
frame_000015,1.4,25.0,0.0,highway,clear,50.0,0,0,0
frame_000016,1.5,25.0,0.0,highway,clear,50.0,0,0,0
frame_000017,1.6,25.0,0.0,highway,clear,50.0,0,0,0
frame_000018,1.7,25.0,0.0,highway,clear,50.0,0,0,0
frame_000019,1.8,25.0,0.0,highway,clear,50.0,0,0,0
frame_000020,1.9,25.0,0.0,highway,clear,50.0,0,0,0
frame_000021,2.0,25.0,0.0,highway,clear,50.0,0,0,0
frame_000022,2.1,25.0,0.0,highway,clear,50.0,0,0,0
frame_000023,2.2,25.0,0.0,highway,clear,50.0,0,0,0
frame_000024,2.3,25.0,0.0,highway,clear,50.0,0,0,0
frame_000025,2.4,25.0,0.0,highway,clear,50.0,0,0,0
frame_000026,2.5,25.0,0.0,highway,clear,50.0,0,0,0
frame_000027,2.6,25.0,0.0,highway,clear,50.0,0,0,0
frame_000028,2.7,25.0,0.0,highway,clear,50.0,0,0,0
frame_000029,2.8,25.0,0.0,highway,clear,50.0,0,0,0
frame_000030,2.9,25.0,0.0,highway,clear,50.0,0,0,0
frame_000031,3.0,25.0,0.0,highway,clear,50.0,0,0,0
frame_000032,3.1,25.0,0.0,highway,clear,50.0,0,0,0
frame_000033,3.2,25.0,0.0,highway,clear,50.0,0,0,0
frame_000034,3.3,25.0,0.0,highway,clear,50.0,0,0,0
frame_000035,3.4,25.0,0.0,highway,clear,50.0,0,0,0
frame_000036,3.5,25.0,0.0,highway,clear,50.0,0,0,0
frame_000037,3.6,25.0,0.0,highway,clear,50.0,0,0,0
frame_000038,3.7,25.0,0.0,highway,clear,50.0,0,0,0
frame_000039,3.8,25.0,0.0,highway,clear,50.0,0,0,0
frame_000040,3.9,25.0,0.0,highway,clear,50.0,0,0,0
frame_000041,4.0,25.0,0.0,highway,clear,50.0,0,0,0
frame_000042,4.1,25.0,0.0,highway,clear,50.0,0,0,0
frame_000043,4.2,25.0,0.0,highway,clear,50.0,0,0,0
frame_000044,4.3,25.0,0.0,highway,clear,50.0,0,0,0
frame_000045,4.4,25.0,0.0,highway,clear,50.0,0,0,0
frame_000046,4.5,25.0,0.0,highway,clear,50.0,0,0,0
frame_000047,4.6,25.0,0.0,highway,clear,50.0,0,0,0
frame_000048,4.7,25.0,0.0,highway,clear,50.0,0,0,0
frame_000049,4.8,25.0,0.0,highway,clear,50.0,0,0,0
frame_000050,4.9,25.0,0.0,highway,clear,50.0,0,0,0
frame_000051,5.0,25.0,0.0,highway,clear,50.0,0,0,0
frame_000052,5.1,25.0,0.0,highway,clear,50.0,0,0,0
frame_000053,5.2,25.0,0.0,highway,clear,50.0,0,0,0
frame_000054,5.3,25.0,0.0,highway,clear,50.0,0,0,0
frame_000055,5.4,25.0,0.0,highway,clear,50.0,0,0,0
frame_000056,5.5,25.0,0.0,highway,clear,50.0,0,0,0
frame_000057,5.6,25.0,0.0,highway,clear,50.0,0,0,0
frame_000058,5.7,25.0,0.0,highway,clear,50.0,0,0,0
frame_000059,5.8,25.0,0.0,highway,clear,50.0,0,0,0
frame_000060,5.9,18.0,0.0,highway,rain,50.0,0,0,0
frame_000061,6.0,18.0,0.0,highway,rain,50.0,0,0,0
frame_000062,6.1,18.0,0.0,highway,rain,50.0,0,0,0
frame_000063,6.2,18.0,0.0,highway,rain,50.0,0,0,0
frame_000064,6.3,18.0,0.0,highway,rain,50.0,0,0,0
frame_000065,6.4,18.0,0.0,highway,rain,50.0,0,0,0
frame_000066,6.5,18.0,0.0,highway,rain,50.0,0,0,0
frame_000067,6.6,18.0,0.0,highway,rain,50.0,0,0,0
frame_000068,6.7,18.0,0.0,highway,rain,50.0,0,0,0
frame_000069,6.8,18.0,0.0,highway,rain,50.0,0,0,0
frame_000070,6.9,18.0,0.0,highway,rain,50.0,0,0,0
frame_000071,7.0,18.0,0.0,highway,rain,50.0,0,0,0
frame_000072,7.1,18.0,0.0,highway,rain,50.0,0,0,0
frame_000073,7.2,18.0,0.0,highway,rain,50.0,0,0,0
frame_000074,7.3,18.0,0.0,highway,rain,50.0,0,0,0
frame_000075,7.4,18.0,0.0,highway,rain,50.0,0,0,0
frame_000076,7.5,18.0,0.0,highway,rain,50.0,0,0,0
frame_000077,7.6,18.0,0.0,highway,rain,50.0,0,0,0
frame_000078,7.7,18.0,0.0,highway,rain,50.0,0,0,0
frame_000079,7.8,18.0,0.0,highway,rain,50.0,0,0,0
frame_000080,7.9,18.0,0.0,highway,rain,50.0,0,0,0
frame_000081,8.0,18.0,0.0,highway,rain,50.0,0,0,0
frame_000082,8.1,18.0,0.0,highway,rain,50.0,0,0,0
frame_000083,8.2,18.0,0.0,highway,rain,50.0,0,0,0
frame_000084,8.3,18.0,0.0,highway,rain,50.0,0,0,0
frame_000085,8.4,18.0,0.0,highway,rain,50.0,0,0,0
frame_000086,8.5,18.0,0.0,highway,rain,50.0,0,0,0
frame_000087,8.6,18.0,0.0,highway,rain,50.0,0,0,0
frame_000088,8.7,18.0,0.0,highway,rain,50.0,0,0,0
frame_000089,8.8,18.0,0.0,highway,rain,50.0,0,0,0
frame_000090,8.9,18.0,0.0,highway,rain,50.0,0,0,0
frame_000091,9.0,18.0,0.0,highway,rain,50.0,0,0,0
frame_000092,9.1,18.0,0.0,highway,rain,50.0,0,0,0
frame_000093,9.2,18.0,0.0,highway,rain,50.0,0,0,0
frame_000094,9.3,18.0,0.0,highway,rain,50.0,0,0,0
frame_000095,9.4,18.0,0.0,highway,rain,50.0,0,0,0
frame_000096,9.5,18.0,0.0,highway,rain,50.0,0,0,0
frame_000097,9.6,18.0,0.0,highway,rain,50.0,0,0,0
frame_000098,9.7,18.0,0.0,highway,rain,50.0,0,0,0
frame_000099,9.8,18.0,0.0,highway,rain,50.0,0,0,0
frame_000100,9.9,18.0,0.0,highway,rain,50.0,0,0,0
frame_000101,10.0,18.0,0.0,highway,rain,50.0,0,0,0
frame_000102,10.1,18.0,0.0,highway,rain,50.0,0,0,0
frame_000103,10.2,18.0,0.0,highway,rain,50.0,0,0,0
frame_000104,10.3,18.0,0.0,highway,rain,50.0,0,0,0
frame_000105,10.4,18.0,0.0,highway,rain,50.0,0,0,0
frame_000106,10.5,18.0,0.0,highway,rain,50.0,0,0,0
frame_000107,10.6,18.0,0.0,highway,rain,50.0,0,0,0
frame_000108,10.7,18.0,0.0,highway,rain,50.0,0,0,0
frame_000109,10.8,18.0,0.0,highway,rain,50.0,0,0,0
frame_000110,10.9,18.0,0.0,highway,rain,50.0,0,0,0
frame_000111,11.0,18.0,0.0,highway,rain,50.0,0,0,0
frame_000112,11.1,18.0,0.0,highway,rain,50.0,0,0,0
frame_000113,11.2,18.0,0.0,highway,rain,50.0,0,0,0
frame_000114,11.3,18.0,0.0,highway,rain,50.0,0,0,0
frame_000115,11.4,18.0,0.0,highway,rain,50.0,0,0,0
frame_000116,11.5,18.0,0.0,highway,rain,50.0,0,0,0
frame_000117,11.6,18.0,0.0,highway,rain,50.0,0,0,0
frame_000118,11.7,18.0,0.0,highway,rain,50.0,0,0,0
frame_000119,11.8,12.0,0.0,highway,fog,50.0,0,0,0
frame_000120,11.9,12.0,0.0,highway,fog,50.0,0,0,0
frame_000121,12.0,12.0,0.0,highway,fog,50.0,0,0,0
frame_000122,12.1,12.0,0.0,highway,fog,50.0,0,0,0
frame_000123,12.2,12.0,0.0,highway,fog,50.0,0,0,0
frame_000124,12.3,12.0,0.0,highway,fog,50.0,0,0,0
frame_000125,12.4,12.0,0.0,highway,fog,50.0,0,0,0
frame_000126,12.5,12.0,0.0,highway,fog,50.0,0,0,0
frame_000127,12.6,12.0,0.0,highway,fog,50.0,0,0,0
frame_000128,12.7,12.0,0.0,highway,fog,50.0,0,0,0
frame_000129,12.8,12.0,0.0,highway,fog,50.0,0,0,0
frame_000130,12.9,12.0,0.0,highway,fog,50.0,0,0,0
frame_000131,13.0,12.0,0.0,highway,fog,50.0,0,0,0
frame_000132,13.1,12.0,0.0,highway,fog,50.0,0,0,0
frame_000133,13.2,12.0,0.0,highway,fog,50.0,0,0,0
frame_000134,13.3,12.0,0.0,highway,fog,50.0,0,0,0
frame_000135,13.4,12.0,0.0,highway,fog,50.0,0,0,0
frame_000136,13.5,12.0,0.0,highway,fog,50.0,0,0,0
frame_000137,13.6,12.0,0.0,highway,fog,50.0,0,0,0
frame_000138,13.7,12.0,0.0,highway,fog,50.0,0,0,0
frame_000139,13.8,12.0,0.0,highway,fog,50.0,0,0,0
frame_000140,13.9,12.0,0.0,highway,fog,50.0,0,0,0
frame_000141,14.0,12.0,0.0,highway,fog,50.0,0,0,0
frame_000142,14.1,12.0,0.0,highway,fog,50.0,0,0,0
frame_000143,14.2,12.0,0.0,highway,fog,50.0,0,0,0
frame_000144,14.3,12.0,0.0,highway,fog,50.0,0,0,0
frame_000145,14.4,12.0,0.0,highway,fog,50.0,0,0,0
frame_000146,14.5,12.0,0.0,highway,fog,50.0,0,0,0
frame_000147,14.6,12.0,0.0,highway,fog,50.0,0,0,0
frame_000148,14.7,12.0,0.0,highway,fog,50.0,0,0,0
frame_000149,14.8,12.0,0.0,highway,fog,50.0,0,0,0
frame_000150,14.9,12.0,0.0,highway,fog,50.0,0,0,0
frame_000151,15.0,12.0,0.0,highway,fog,50.0,0,0,0
frame_000152,15.1,12.0,0.0,highway,fog,50.0,0,0,0
frame_000153,15.2,12.0,0.0,highway,fog,50.0,0,0,0
frame_000154,15.3,12.0,0.0,highway,fog,50.0,0,0,0
frame_000155,15.4,12.0,0.0,highway,fog,50.0,0,0,0
frame_000156,15.5,12.0,0.0,highway,fog,50.0,0,0,0
frame_000157,15.6,12.0,0.0,highway,fog,50.0,0,0,0
frame_000158,15.7,12.0,0.0,highway,fog,50.0,0,0,0
frame_000159,15.8,12.0,0.0,highway,fog,50.0,0,0,0
frame_000160,15.9,12.0,0.0,highway,fog,50.0,0,0,0
frame_000161,16.0,12.0,0.0,highway,fog,50.0,0,0,0
frame_000162,16.1,12.0,0.0,highway,fog,50.0,0,0,0
frame_000163,16.2,12.0,0.0,highway,fog,50.0,0,0,0
frame_000164,16.3,12.0,0.0,highway,fog,50.0,0,0,0
frame_000165,16.4,12.0,0.0,highway,fog,50.0,0,0,0
frame_000166,16.5,12.0,0.0,highway,fog,50.0,0,0,0
frame_000167,16.6,12.0,0.0,highway,fog,50.0,0,0,0
frame_000168,16.7,12.0,0.0,highway,fog,50.0,0,0,0
frame_000169,16.8,12.0,0.0,highway,fog,50.0,0,0,0
frame_000170,16.9,12.0,0.0,highway,fog,50.0,0,0,0
frame_000171,17.0,12.0,0.0,highway,fog,50.0,0,0,0
frame_000172,17.1,12.0,0.0,highway,fog,50.0,0,0,0
frame_000173,17.2,12.0,0.0,highway,fog,50.0,0,0,0
frame_000174,17.3,12.0,0.0,highway,fog,50.0,0,0,0
frame_000175,17.4,12.0,0.0,highway,fog,50.0,0,0,0
frame_000176,17.5,12.0,0.0,highway,fog,50.0,0,0,0
frame_000177,17.6,12.0,0.0,highway,fog,50.0,0,0,0
frame_000178,17.7,12.0,0.0,highway,fog,50.0,0,0,0
frame_000179,17.8,12.0,0.0,highway,fog,50.0,0,0,0
frame_000180,17.9,12.0,0.0,highway,fog,50.0,0,0,0
