frame_id,timestamp,ego_speed_mps,ego_yaw,road_type,weather,lead_distance_m,cut_in_flag,pedestrian_flag,brake_flag
frame_000001,0.0,25.741435573240942,0.0,highway,clear,43.7613405823229,0,0,0
frame_000002,0.1,25.738313638791247,0.0,highway,clear,37.175675239212765,0,0,0
frame_000003,0.2,24.21202374920477,0.0,highway,clear,38.368478982563076,0,0,0
frame_000004,0.3,25.86495237216887,0.0,highway,clear,40.04237405831725,0,0,0
frame_000005,0.4,25.118431110714678,0.0,highway,clear,43.54468402257243,0,0,0
frame_000006,0.5,24.531012097288144,0.0,highway,clear,37.738597768652866,0,0,0
frame_000007,0.6,25.73132878367048,0.0,highway,clear,39.1890812786203,0,0,0
frame_000008,0.7,24.464135803513518,0.0,highway,clear,38.13456337786134,0,0,0
frame_000009,0.8,24.876912714493198,0.0,highway,clear,39.6375191771472,0,0,0
frame_000010,0.9,25.711210140478073,0.0,highway,clear,38.26637791087151,0,0,0
frame_000011,1.0,25.45129210627035,0.0,highway,clear,43.33783483441875,0,0,0
frame_000012,1.1,25.30442295989594,0.0,highway,clear,37.19408593492838,0,0,0
frame_000013,1.2,25.930313110776957,0.0,highway,clear,43.31231010198471,0,0,0
frame_000014,1.3,25.538457579929435,0.0,highway,clear,35.71801757127331,0,0,0
frame_000015,1.4,25.28939693677749,0.0,highway,clear,42.48463193405002,0,0,0
frame_000016,1.5,24.057929510717116,0.0,highway,clear,41.87558820226731,0,0,0
frame_000017,1.6,24.950042494211278,0.0,highway,clear,38.81235363655065,0,0,0
frame_000018,1.7,25.77347558203864,0.0,highway,clear,41.85008330039606,0,0,0
frame_000019,1.8,24.350810621377157,0.0,highway,clear,42.24720998458202,0,0,0
frame_000020,1.9,24.79148341814893,0.0,highway,clear,35.21242449230783,0,0,0
frame_000021,2.0,24.434658373062415,0.0,highway,clear,36.682088519924534,0,0,0
frame_000022,2.1,25.3665943595761,0.0,highway,clear,42.62277466193341,0,0,0
frame_000023,2.2,24.729720289197495,0.0,highway,clear,35.07045071306395,0,0,0
frame_000024,2.3,25.70583787821188,0.0,highway,clear,43.88303827183242,0,0,0
frame_000025,2.4,24.03685714308147,0.0,highway,clear,40.68912095237414,0,0,0
frame_000026,2.5,25.86884693092256,0.0,highway,clear,38.6307172819368,0,0,0
frame_000027,2.6,25.53046982644773,0.0,highway,clear,35.669275695601364,0,0,0
frame_000028,2.7,25.94960848035026,0.0,highway,clear,37.19858166189928,0,0,0
frame_000029,2.8,25.331567581590992,0.0,highway,clear,44.379690082894214,0,0,0
frame_000030,2.9,24.160082515040635,0.0,highway,clear,38.91424587231476,0,0,0
frame_000031,3.0,25.124566522134447,0.0,highway,clear,41.508120267088266,0,0,0
frame_000032,3.1,24.916691608079567,0.0,highway,clear,37.81502641377317,0,0,0
frame_000033,3.2,25.266408096553853,0.0,highway,clear,42.6207182100825,0,0,0
frame_000034,3.3,24.07153721174076,0.0,highway,clear,38.417228096255734,0,0,0
frame_000035,3.4,24.572914990926996,0.0,highway,clear,40.9557541288672,0,0,0
frame_000036,3.5,24.741762607900217,0.0,highway,clear,42.8784171351498,0,0,0
frame_000037,3.6,24.783156187087133,0.0,highway,clear,44.26093481209524,0,0,0
frame_000038,3.7,24.50343857308315,0.0,highway,clear,42.49543577584426,0,0,0
frame_000039,3.8,24.898850187695302,0.0,highway,clear,44.981769529493036,0,0,0
frame_000040,3.9,24.016367582794057,0.0,highway,clear,35.12152191914436,0,0,0
frame_000041,4.0,24.705430103176038,0.0,highway,clear,38.198562091791025,0,0,0
frame_000042,4.1,24.562537805272566,0.0,highway,clear,39.653554982611084,0,0,0
frame_000043,4.2,24.577206185327235,0.0,highway,clear,39.09520858653917,0,0,0
frame_000044,4.3,25.128069471406832,0.0,highway,clear,39.5684469023205,0,0,0
frame_000045,4.4,24.194345700364774,0.0,highway,clear,43.547464798873435,0,0,0
frame_000046,4.5,25.471130155251892,5.0,highway,clear,38.005443130195495,0,0,0
frame_000047,4.6,24.498685784844458,5.0,highway,clear,36.64711362869543,0,0,0
frame_000048,4.7,25.19940238345953,5.0,highway,clear,38.75190369303227,0,0,0
frame_000049,4.8,25.127913024888052,5.0,highway,clear,38.92582548335175,0,0,0
frame_000050,4.9,25.65954774502412,5.0,highway,clear,40.98111025005698,0,0,0
frame_000051,5.0,24.615367903423685,5.0,highway,clear,37.96811943846886,0,0,0
frame_000052,5.1,25.521584565835063,5.0,highway,clear,40.339671838758164,0,0,0
frame_000053,5.2,24.944670695435303,5.0,highway,clear,41.78587595993518,0,0,0
frame_000054,5.3,25.187178678326127,5.0,highway,clear,41.9327429655782,0,0,0
frame_000055,5.4,24.471090168142013,5.0,highway,clear,37.798992738677384,0,0,0
frame_000056,5.5,25.042516352085237,5.0,highway,clear,35.12951912729357,0,0,0
frame_000057,5.6,25.00141747436912,5.0,highway,clear,42.33387987153082,0,0,0
frame_000058,5.7,25.902205423100483,5.0,highway,clear,43.734540102956004,0,0,0
frame_000059,5.8,24.287388402249675,5.0,highway,clear,40.62932899077392,0,0,0
frame_000060,5.9,25.561713371332896,5.0,highway,clear,44.21558297085622,0,0,0
frame_000061,6.0,25.83622601472316,5.0,highway,clear,38.99602255792125,0,0,0
frame_000062,6.1,24.22960060677136,5.0,highway,clear,42.30772910822445,0,0,0
frame_000063,6.2,25.06694810784781,5.0,highway,clear,41.58827119606,0,0,0
frame_000064,6.3,24.25611254012789,5.0,highway,clear,35.473666590801436,0,0,0
frame_000065,6.4,24.318695298297246,5.0,highway,clear,38.79442783295171,0,0,0
frame_000066,6.5,25.47246281605907,5.0,highway,clear,36.59095425720516,0,0,0
frame_000067,6.6,25.518990165861684,5.0,highway,clear,35.09277679425044,0,0,0
frame_000068,6.7,25.37155117779709,5.0,highway,clear,35.63430110833913,0,0,0
frame_000069,6.8,25.954981449039277,5.0,highway,clear,39.55298740205764,0,0,0
frame_000070,6.9,25.731062891560622,5.0,highway,clear,38.09358250242764,0,0,0
frame_000071,7.0,25.761907277127055,5.0,highway,clear,35.04269756316098,0,0,0
frame_000072,7.1,25.350444993504798,5.0,highway,clear,42.53998553768707,0,0,0
frame_000073,7.2,24.870307689367113,5.0,highway,clear,42.54665431631927,0,0,0
frame_000074,7.3,24.288349613648258,5.0,highway,clear,38.43857676596761,0,0,0
frame_000075,7.4,24.53222808679571,0.0,highway,clear,40.37304592821101,0,0,0
frame_000076,7.5,25.210831011842412,0.0,highway,clear,44.64803489476361,0,0,0
